\ The Herschel Orion Protostar Survey (HOPS)
\ PI: S. Thomas Megeath
\ Catalog of positions of HOPS sources
\ version 1 (April 2016)
\ HOPS_ID
\ ___ HOPS number of object
\ ra (degrees)
\ ___ Right Ascension (J2000)
\ dec (degrees)
\ ___ Declination (J2000)
\fixlen = T
| HOPS_ID      | ra          | dec          |
|char          |double       |double        |
|              | degrees     | degrees      |
|              |             |              |
  375            84.82650      -7.33988      
  376            84.57562      -7.04063      
  377            84.68975      -7.01727      
  378            84.10685      -6.78789      
  379            84.28213      -6.53267      
  380            84.10541      -6.41740      
  381            83.78156      -5.69858      
  382            83.84028      -5.63274      
  383            83.87422      -4.99754      
  384            85.43369      -1.91253      
  385            86.51989      -0.23786      
  386            86.53541      -0.16740      
  387            86.53268      -0.16691      
  388            86.55470      -0.10126      
  389            86.69593      0.00751       
  390            86.88518      0.33941       
  391            86.82108      0.34814       
  392            86.56867      0.36001       
  393            86.67701      0.38369       
  394            83.84969      -5.13152      
  395            84.82082      -7.40740      
  396            84.80478      -7.21992      
  397            85.70364      -8.26964      
  398            85.37250      -2.35474      
  399            85.35390      -2.30237      
  400            85.68847      -1.27061      
  401            86.53188      -0.20576      
  402            86.54155      -0.20468      
  403            86.61561      -0.01495      
  404            87.03234      0.56411       
  405            85.24361      -8.09336      
  406            86.93067      0.63957       
  407            86.61768      0.32417       
  408            84.87812      -7.39983      
  409            83.83917      -5.22153      
